ID,url,headers,sub_headers,text
3,https://lenta.ru/news/2024/04/03/glava-mid-latvii-predlozhil-sposob-popolneniya-fonda-pomoschi-nato-ukraine/,Глава МИД Латвии предложил способ пополнения фонда помощи НАТО Украине,Глава МИД Латвии Кариньш: страны-члены НАТО будут пополнять фонд помощи Киеву,"Фонд военной помощи НАТОУкраинебудет пополняться за счет стран-членов альянса. Об этом заявил министр иностранных делЛатвииКришьянис Кариньш, сообщаетReuters. Кариньш выступил с заявлением перед началом встречи глав МИД стран НАТО. Он сообщил, что планируемый фонд помощи альянсаКиевув размере 100 миллиардов евро будет финансироваться государствами альянса. «Мы должны показать Украине, что ее финансовые проблемы могут быть решены», — заявил дипломат. По его словам, размеры взносов в фонд помощи НАТО должны рассчитываться в процентах от ВВП. Кариньш призвал страны альянса пожертвовать 0,25 процента ВВП на поддержку Киева сверх стандартных расходов на оборону. Ранее генеральный секретарь НАТОЙенс Столтенбергпризвалзападные страны увеличить помощь Вооруженным силам Украины из-за проблем на поле боя. Он также обратился кКонгрессу СШАс просьбой одобрить пакет помощи Украине."
3,https://lenta.ru/news/2024/04/02/bolee-poloviny-zhiteley-litvy-vyskazalis-protiv-otpravki-voennyh-na-ukrainu/,Более половины жителей Литвы высказались против отправки военных на Украину,BNS: 56 процентов жителей Литвы высказались против отправки военных на Украину,"В Литве 56 процентов местных жителей высказались против отправки военных на Украину. Об этомсвидетельствуютданные опроса, проведенного по заказу информационного агентства BNS. В то время как более половины опрошенных не поддержали размещение литовских войск на Украине в любом виде, 15 процентов граждан поддержат данное решение в случае, если аналогичным образом поступят и союзники. Такое же количество граждан поддержало отправку литовских военных для обучения украинских солдат. При этом непосредственное участие армии Литвы в конфликте поддержало лишь 3,5 процента опрошенных. Меньше всего отправку военных поддерживают лица с высшим образованием, а также городские жители. В свою очередь, наибольшую поддержку отправки войск выражают избиратели правящей партии «Союз Родины — Литовский христианско-демократический союз». Отмечается, что опрос провели в ответ на высказывания президента Франции Эммануэля Макрона о возможной отправке военных из западных стран на Украину. В ходе пресс-конференции в Париже 27 февраля онзаявил, что не исключает такого варианта развития событий."
3,https://lenta.ru/news/2024/04/02/v-abhazii-poterpel-krushenie-vertolet-minoborony/,В Абхазии потерпел крушение вертолет Минобороны,Вертолет Минобороны Абхазии с тремя людьми на борту потерпел крушение,"Вертолет МИ-24 МинобороныАбхазиипотерпел крушение в Гулрыпшском районе страны. Об этом сообщает Апсныпресс вTelegram. В вертолете в момент падения находилось трое членов экипажа. Как рассказал командующий ВВС Абхазии Адгур Гумба, всем людям, находившимся на борту, удалось выжить. В настоящий момент причины крушения выясняются. Отмечается, что на место происшествия прибыл министр по чрезвычайным ситуациям Абхазии Лев Квициния. 5 марта министр иностранных дел Абхазии Инал Ардзинбадопустилвозобновление конфликта сГрузией. По его словам, Абхазия регулярно получает отТбилиситакие сигналы."
3,https://lenta.ru/news/2024/04/02/estoniya-zakupit-obeschannye-ukraine-frantsuzskie-sau/,Эстония закупит обещанные Украине французские САУ,Глава МО Эстонии Певкур: Таллин планирует купить 18 французских САУ Caesar,"Таллинпланирует купить для Сил обороныЭстонии18 французских самоходных артиллерийских установок (САУ) Caesar. Об этом заявил глава министерства обороны (МО) страны Ханно Певкур, его словаприводитPostimees. Он отметил, что приобретение новых 155-миллиметровых колесных гаубиц станет наиболее важной закупкой вооружения в пакете усиления сил обороны. В настоящий момент на вооружении эстонской армии стоят 24 южнокорейских 155-миллиметровых САУ K9 Thunder на гусеничном ходу. Министр рассказал, что из французских САУ сформируют отдельный батальон, который будет находиться в подчинении 1-й дивизии. По его словам, колесные САУ закупят, чтобы сделать дальнюю огневую мощь более гибкой и быстрой. 26 марта о намерении поставитьКиеву78 САУ Caesarзаявилминистр обороныФранцииСебастьян Лекорню. Он заявил, что между Францией,УкраинойиДаниейсуществует договоренность по финансированию 155-миллиметровых самоходных гаубиц, которая позволит стране поставить артиллерию Киеву как можно быстрее."
3,https://lenta.ru/news/2024/04/02/v-estonii-taksist-otkazalsya-vezti-zhenschinu-so-slovami-ne-obsluzhivayu-russkih/,В Эстонии таксист отказался везти женщину со словами «не обслуживаю русских»,В Эстонии водитель такси отказался от поездки из-за сообщения на русском языке,"В столицеЭстонииводитель такси отказался от поездки с пожилой женщиной, заявив, что он «не обслуживает русских». Об этомсообщаетDelfi. Инцидент произошел, когда сын пассажирки захотел уточнить номер подъезда в приложении. Увидев в чате сообщение на русском языке, таксист отменил заказ, извинился и написал, что «не обслуживает русских». Компания, в которой работает мужчина, осудила поведение водителя и заявила, что не терпит дискриминацию в любой форме. Сотрудники компании провели с ним беседу и пригрозили блокировкой аккаунта в случае повторения подобных ситуаций. Ранее эксперт по туризму Майя Котляррассказала, что туристку отказались обслуживать в дьюти-фри аэропорта вИталиииз-за наличия российского паспорта. Она заявила, что в практике ее компании подобное в Италии происходит в первый раз."
3,https://lenta.ru/news/2024/04/01/v-estonii-priznali-prisutstvie-nato-na-ukraine/,Страна НАТО открыто признала присутствие сил альянса на Украине,Глава Минобороны Эстонии Певкур: военные каждой страны НАТО есть на Украине,"Силы альянса уже присутствуют наУкраине. Это открытопризналглава Министерства обороныЭстонииХанно Певкур в интервью Die Presse. «Реальность такова, что у каждой страны — членаНАТОуже есть военный персонал на Украине, например, военные атташе или люди, которые время от времени ездят на Украину», — заявил Певкур. По его словам, европейские военные тем не менее «не будут сражаться в окопах на Украине». «Мы обучаем украинцев вВеликобритании, полторы тысячи украинцев уже прошли обучение здесь, в Эстонии, и в больших масштабах вПольше», — сообщил министр, добавив, что обучение с помощью персонала НАТО можно было бы устроить на территории Украины. Ранее глава делегацииРоссиина переговорах вВенепо вопросам военной безопасности и контроля над вооружениямиКонстантин Гавриловзаявил, что Украина для НАТО играет роль поля боя против России."
3,https://lenta.ru/news/2024/04/01/v-estonii-zayavili-o-nesposobnosti-vsu-sderzhat-rossiyskoe-nastuplenie/,В Эстонии заявили о неспособности ВСУ сдержать российское наступление,Полковник СО Эстонии Мэрк: без помощи США Украине придется отступить,"Вооруженные силыУкраины(ВСУ) неспособны сдержать высокий темп российского наступления, без помощиСШАКиевбудет вынужден стремительно сокращать фронт. Об этом в ходе телеэфира заявил полковник Сил обороны (СО)ЭстонииЯнно Мэрк,передаетпортал ERR.ee. «Если военная помощь США не будет увеличена, Украине все равно придется отступить, или отдать некоторые районы, или сократить фронт, потому что при его нынешней протяженности Украине будет очень трудно удерживать его с нынешними ресурсами», — передаются в публикации слова военного. Он добавил, что Российская армия использует застой в поставках военной помощи Киеву, резко повысив интенсивность артиллерийских ударов. По словам полковника, это тактика направлена на подрыв воли бойцов ВСУ к сопротивлению. Ранее о неспособностиВашингтонапоставить Киеву системы противовоздушной обороны (ПВО)рассказалив США. По словам американского миллиардераДэвида Сакса, в стране просто не осталось систем ПВО, которые можно отдать иностранцам."
3,https://lenta.ru/news/2024/04/01/v-estonii-prodolzhat-popytki-lishit-rossiyan-prava-golosa-na-mestnyh-vyborah/,В Эстонии продолжат попытки лишить россиян права голоса на местных выборах,«Партия реформ» Эстонии внесет проект о лишении россиян права голоса на выборах,"Правящая вЭстонии«Партия реформ» захотела лишить гражданРоссииправа голоса на муниципальных выборах в стране, несмотря на то что ранее правительство не поддержало подобную идею других депутатов. Об этом сообщает«Интерфакс». Член партии Пяртель-Пеэтер Пере сообщил, что фракция на этой неделе представит в парламент законопроект, позволяющий лишать граждан других стран возможности голосовать на местных выборах без необходимости менять конституцию Эстонии. Он не уточнил, что проект направлен именно на россиян, однако глава отделения партии вТаллинеРиина Солман подчеркнула, что для «Партии реформ» важно «искоренить российскую сферу влияния» из управления столицей, развивая эстоноязычность и эстонскость. Лидером «Партии реформ» является действующий премьер-министр ЭстонииКая Каллас. Ранее в марте правительство Эстониине поддержалоидею лишить россиян и белорусов права участвовать в местных выборах. Подобный законопроект был инициирован парламентской фракцией Isamaa. Согласно документу, право голоса на муниципальных выборах имели бы только те граждане третьих стран, с которыми Таллин заключил двусторонние договоры, а также у которых имеется долгосрочный или постоянный вид на жительство. Кроме того, инициативуне поддержалиМинистерство юстиции и МВД республики. В Минюсте сообщили, что проект не соразмерен поставленной цели."
3,https://lenta.ru/news/2024/03/31/sud-nad-ukrainskimi-i-zapadnymi-politikami-v-rossii-poka-nerealistichen/,Генпрокурор высказался о суде над политиками Украины и Запада,Генпрокурор Краснов: суд над политиками Украины и стран Запада еще нереалистичен,"На данный момент увидеть на скамье подсудимых тех украинских и западных политических деятелей, в отношении которых вРоссиизаведены уголовные дела, еще нереалистично. Об этом заявил генеральный прокурор РФИгорь Красновв интервьюПавлу Зарубину, опубликованном в егоTelegram-канале. «Увидеть их [политиковУкраиныи стран Запада] всех на скамейке правосудия, пока нереалистично. Но могу сказать, что у этих расследований есть и другая сторона. Необходимо собрать все документальные доказательства зверствований неонацистов, их кураторов, пособников, идейных вдохновителей», — подчеркнул он, отметив, что важно не допустить искажения фактов. Игорь Краснов также особенно отметил принцип неотвратимости для всех причастных. Кроме того, он подчеркнул, что все собранные материалы будут представлены для мировой общественности на «справедливом суде». 12 марта в Россиизавелидела против 50 чиновников изЭстонии,Латвии,Литвы,ПольшииЧехииза снос советских памятников. В числе подсудимых оказался действующий эстонский министр внутренних делЛаури Ляэнеметс. А в феврале в розыскобъявилипремьер-министра Эстонии Каю Каллас, котораяназваладанное решение неудивительным."
3,https://lenta.ru/news/2024/03/30/v-estonii-vstrevozheny-nehvatkoy-boepripasov-u-ukrainskoy-armii/,В Эстонии встревожились нехваткой боеприпасов у украинской армии,Премьер-министр Эстонии Каллас встревожилась из-за нехватки боеприпасов у ВСУ,"Премьер-министрЭстонииКая Калласвыразила тревогу относительно нехватки боеприпасов у Вооруженных силУкраины(ВСУ). Об этом сообщаетРИА Новости. По словам Каллас, украинские солдаты не могут вывозить раненых с передовой из-за этого дефицита. Министр обороны Эстонии Ханно Певкур добавил, что у Европы не хватает денег на закупку снарядов дляКиева. Он также напомнил, что перед отправкой на фронт все вооружение проверяется. Это значит, что оно попадет в зону конфликта в лучшем случае к концу года, подчеркнул Певкур. Ранее британская газета The Financial Times (FT)сообщала, чтоРоссиясмогла перехватить инициативу на фронте благодаря провалу украинского контрнаступления летом 2023 года, а также снарядному голоду и дефициту живой силы в ВСУ."
3,https://lenta.ru/news/2024/03/29/3000soldiers/,Президент Литвы заявил о подготовке страны к «всеобщей обороне»,Президент Литвы Науседа: в стране находятся более 3000 военных из стран НАТО,"Более трех тысяч военных из странНАТОнаходятся вЛитве. Об этом заявил президент республики Гитанас Науседа, его слова приводитРИА Новости. Глава прибалтийской страны выступил на мероприятии, посвященном 20-летней годовщине вступления Литвы в Североатлантический альянс. Он отметил, что за эти годы стороны прошли длинный путь. Науседа уточнил, что солдаты альянса осуществляют различную деятельность по сотрудничеству, обороне и безопасности. Он добавил, что Литва в настоящее время «готовится к всеобщей обороне». При этом он подчеркнул, что в стране «безопасно, как никогда». Ранее командующий армией ЛитвыВальдемарас Рупшисдопустилиспользование сил НАТО в обход пятой статьи Устава, предусматривающей коллективную оборону членов Североатлантического альянса."
