ID,url,headers,sub_headers,text
6,https://realty.ria.ru/20240404/sber-1937773576.html,"""Сбер"" снижает минимальный размер комиссии для застройщиков до 4,9%","""Сбер"" с 5 апреля снижает минимальный размер комиссии для застройщиков до 4,9%","МОСКВА, 4 апр - РИА Новости. Сбербанк с 5 апреля снижает размер комиссии до 4,9% с 7,5% для всех застройщиков при выдаче льготной ипотеки в сегментах, где она требуется, сообщила пресс-служба банка.  Ранее с 28 марта Сбербанк отменил требование субсидирования льготных ипотечных программ со стороны застройщиков для зарплатных клиентов банка. А с 4 апреля полностью отменяется комиссия для объектов, строительство которых финансирует банк.  ""Сбер снизил минимальный размер комиссии для застройщиков с 7,5 до 4,9%. ... С 5 апреля ""Сбер"" снижает размер комиссионного вознаграждения для всех застройщиков при выдаче льготной ипотеки в сегментах, где необходима субсидия"", - говорится в сообщении.  В конце 2023 года власти России повысили первоначальный взнос по программе льготной ипотеки под 8% годовых с 20 до 30%, максимальная сумма кредита стала единой по всей стране - 6 миллионов рублей, включая Москву и Петербург. Кроме того, была снижена на 0,5 процентного пункта предельная величина субсидий, получаемых банками в рамках ряда льготных программ.  В январе ряд крупнейших российских банков внесли изменения в условия выдачи льготной ипотеки, установив комиссию для застройщиков за каждый выданный ипотечный кредит."
6,https://realty.ria.ru/20240404/vtb-1937773074.html,ВТБ предоставит 20 млрд рублей на стройку жилья в Ростове-на-Дону,ВТБ предоставит 20 миллиардов рублей на стройку жилья в Ростове-на-Дону,"МОСКВА, 4 апр - РИА Недвижимость. ВТБ предоставит СК10 20 миллиардов рублей для строительства жилого комплекса ""Культура"" в центре Ростова-на-Дону, говорится в сообщении банка.  В нем указывается, что жилой комплекс бизнес-класса почти на 180 тысяч квадратных метров включает 16 корпусов высотой от 19 до 25 этажей. Всего в них будет 4,7 тысячи квартир. Комплекс планируется сдать в четыре очереди в 2026-2028 годах.  Согласно порталу ""ЕРЗ.РФ"", СК10 занимает третье место среди застройщиков Ростовской области по текущему объему строительства жилья."
6,https://realty.ria.ru/20240404/iskozh-1937761526.html,"СМИ: ""Пионер"" намерен застроить завод ""Искож"" на западе Москвы","РБК: ""Пионер"" намерен застроить завод ""Искож"" на западе Москвы","МОСКВА, 4 апр – РИА Недвижимость. Девелоперская группа ""Пионер"" планирует застроить территорию завода ""Искож"" на западе Москвы, принадлежавшего сооснователю группы ""Сумма"" Магомеду Магомедову, сообщило издание РБК со ссылкой на консультантов, работавших с площадкой. Бывший Московский завод искусственных кож имени Ногина (""Искож""), занимает почти 10 гектаров на Витебской улице, между Можайским шоссе и МКАД. Рыночная стоимость площадки оценивается в 6-7 миллиардов рублей.рублей. На ней можно построить жилой комплекс на 300-350 тысяч квадратных метров, что потребует вложений в 40-45 миллиардов рублей. По данным РБК, 25 марта гендиректором АО ""Искож"" стала Мария Савелкина, которая возглавляет фирмы спецзастройщиков ""Варшавская"" и ""Дербеневская"", зарегистрированных по тому же адресу, что и ""Пионер"". С девелопером также связан и партнер Савелкиной по ООО ""МК"" - Максим Сухарев. У него есть 81% в фирме ""Прогресс"", оставшиеся 19% в которой принадлежат ""Современным строительным проектам"", структуре ""Пионера"". Представитель девелопера от комментариев отказался. Как напоминает издание, ""Искож"" несколько раз менял владельцев. В 1990-е 90% акций предприятия приобрела группа ""Финвес"" Владимира Слуцкера, бывшего сенатора от Чувашии, и его партнера Амбарцума Сафаряна. Они хотели построить на территории завода около 200 тысяч квадратных метров жилья. Но планы не осуществились из-за корпоративного конфликта. Впоследствии все предприятие перешло под контроль совладельца группы ""Сумма"" Магомеда Магомедова. В 2022 году суд приговорил Магомедова к 18 годам лишения свободы по обвинению в организации преступного сообщества, мошенничестве в особо крупном размере, растрате и незаконном хранении оружия. Спустя год приговор был смягчен до 17 с половиной лет. Данные о текущих владельцах АО ""Искож"" не раскрываются. Девелопер ""Пионер"" основан в 2001 году, портфель текущих проектов компании - 1,7 миллиона квадратных метров. Владелец застройщика - Леонид Максимов."
6,https://realty.ria.ru/20240404/ekspotsentr-1937759573.html,"Экспоцентр, который поручил создать в Приморье Путин, оценили в 10 млрд руб","Экспоцентр, который поручил создать в Приморье Путин, оценили в 10 млрд рублей","ВЛАДИВОСТОК, 4 апр – РИА Новости. Затраты на реализацию масштабного экспоцентра в Уссурийском городском округе Приморья, который создается по поручению президента РФ Владимира Путина, составят более 10 миллиардов рублей, сообщает правительство региона.  Отмечается, что для будущего комплекса разработана визуализация с предполагаемым размещением объектов капитального строительства.  ""Помимо выставочного павильона проектом запланирована гостиница на 300 номеров, физкультурно-оздоровительный комплекс площадью 10 тысяч квадратных метров, международный научно-образовательный центр площадью 20 тысяч квадратных метров, обустроенная территория под производственные предприятия, бизнес центр и парковка на 2 тысячи мест"", - говорится в сообщении.  В ноябре 2023 года президент России поручил правительству утвердить дорожную карту по созданию в 2025-2028 годах на территории Уссурийского городского округа кластера международной торговли. В феврале власти Приморья сообщили о разработке Корпорацией развития Приморского края концепции будущего кластера."
6,https://realty.ria.ru/20240404/port-1937756116.html,Порт Сочи планируют задействовать при строительстве трассы Джубга-Сочи,Торговый порт Сочи планируют задействовать при строительстве трассы Джубга-Сочи,"СОЧИ, 4 апр – РИА Новости. Сочинский торговый порт планируют задействовать при строительстве трассы Джубга - Сочи, по этому вопросу уже проводились переговоры с представителями государственной компании ""Автодор"", рассказал РИА Новости генеральный директор морской гавани Юрий Владимиров. Ранее вице-премьер России Марат Хуснуллин сообщил, что в настоящее время ведется формирование бюджета на строительство скоростной автотрассы Джубга - Сочи, определяются первоочередные работы. Он пояснил, что руководством порта совместно с ""Автодором"" были рассмотрены вопросы по организации перегрузочного крана, который смог бы поднять тяжелую технику и перегрузить ее на причал, не нарушая допустимых нагрузок. К примеру, на берегоукрепление, где планируется разгружать тяжелую технику, положат специальные плиты, тем самым распределив нагрузку. ""Безусловно, это все должно подкрепляться расчетами и заключениями экспертов"", - отметил Владимиров. Стороны также обсуждали вопросы по транспортировке грузовой техники, маршруты в целом. По словам Владимирова, место морского торгового порта подходит для принятия подобных проектов. При этом гендиректор сочинского порта уточнил, что на доходность морской гавани это не окажет большого влияния, в случае задействования инфраструктуры порта компанией, строящей трассу Джубга-Сочи, финансовый прирост возможен в пределах 3%. Президент России Владимир Путин в ходе послания Федеральному собранию дал поручение предоставить схему финансирования строительства трассы Джубга - Сочи, которая сократит время в пути от трассы М-4 ""Дон"" до Сочи в четыре раза. Морской порт был основан в 1934 году. Круизная гавань включает два пассажирских причала, их общая длина составляет 730 метров. Сегодня порт в основном обслуживает небольшие каботажные суда, яхты, и крупный круизный лайнер Astoria Grande."
6,https://realty.ria.ru/20240404/khusnullin-1937755807.html,"В новых регионах определены участки под стройку 8 млн ""квадратов"" жилья",Хуснуллин: в новых регионах определены участки под стройку 8 млн кв м жилья,"МОСКВА, 4 апр - РИА Новости. Участки под строительство свыше восьми миллионов квадратных метров жилья определены на территории четырех новых регионов, сообщил вице-премьер России Марат Хуснуллин.  Как отметил вице-премьер, льготная ипотека имеет большой спрос среди населения, стоит задача этот спрос удовлетворить предложением.  Он также сообщил, что уже подготовлены программы развития жилищного строительства по всем четырем новым регионам.  ""Составили программу развития жилищного строительства по всем четырем новым регионам... Занимаемся этим в ручном режиме. Считаем, что рост жилищного строительства будет одним из драйверов (развития новых регионов - ред.). Мы считаем, что решение по ипотеке для наших военнослужащих и представителей социальных структур даст очень большой интерес и многие останутся там жить и работать. Поэтому надо строить больше жилья, все инструменты приняли"", - заключил Хуснуллин."
6,https://realty.ria.ru/20240404/sobyanin-1937752356.html,В Москве построят пять объектов по программе создания мест приложения труда,Собянин одобрил стройку 5 проектов по программе создания мест приложения труда,"МОСКВА, 4 апр - РИА Новости. Мэр Москвы Сергей Собянин сообщил, что одобрены планы строительства пяти объектов по программе создания мест приложения труда, в их числе образовательный комплекс на 1575 мест на Ленинградском шоссе и общественно-деловой комплекс в районе Аэропорт.  Уточняется, что благодаря этим объектам будет создано более 9 тысяч рабочих мест."
6,https://radiosputnik.ru/20240403/ledokoly-1937685336.html,Кабмин выделит почти 22 млрд рублей на строительство ледоколов в Петербурге,Мишустин: кабмин выделит почти 22 млрд рублей на строительство атомных ледоколов,"МОСКВА, 3 апреля/ Радио Sputnik. Кабмин направит порядка 22 миллиардов рублей на строительство атомных ледоколов проекта 22220 в Санкт-Петербурге, заявил глава правительства Михаил Мишустин, выступая в Госдуме с отчетом. На Балтийском заводе сейчас строятся три универсальных атомных ледокола: ""Якутия"", ""Чукотка"" и ""Ленинград"". Как пишет ""Петербург2"", ледоколы проекта 22220 предназначены для проводки судов в Арктике, их буксировки во льдах и на чистой воде.  Радио Sputnik также сообщало, что президент России Владимир Путин дал старт строительству пятого серийного универсального атомного ледокола ""Ленинград"". Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам."
6,https://radiosputnik.ru/20240403/sakhalin-1937684393.html,Путин заявил о необходимости соединить Сахалин с материковой Россией,Путин: необходимо связать Сахалин с материковой частью России,"МОСКВА, 3 апреля/ Радио Sputnik. Остров Сахалин необходимо соединить с материковой частью России с помощью моста, заявил президент РФ Владимир Путин во время переговоров по видеосвязи с главой региона Валерием Лимаренко. Путин выразил уверенность в том, что после возведения моста развитие Сахалина пойдет ""другими темпами"". Он пообещал сформулировать соответствующее поручение правительству. Также президент РФ попросил Лимаренко уделить особое внимание проблеме строительства развязок и подходов к мосту. По словам Путина, их постройка в сложной местности Сахалина обойдется дороже, чем возведение самого моста. Радио Sputnik сообщало, что Путин поручил обеспечить России вхождение в четверку крупнейших экономик мира. Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам."
6,https://realty.ria.ru/20240403/kompleksy-1937663964.html,"""Основа"" и ""Первый"" вложат 4 млрд руб в строительство термальных комплексов","""Основа"" и ""Первый"" вложат 4 млрд рублей в строительство термальных комплексов","МОСКВА, 3 апр - РИА Недвижимость. Компании ""Основа"" и ""Первый"" вложат 4,3 миллиарда рублей в строительство трех термальных комплексов ""Термолэнд"" в Москве, Барнауле и Кемерове общей площадью 32 тысячи квадратных метров, сообщила пресс-служба ""Основы"".  Как указывается в сообщении, ""Первый"" (принадлежит семье основателя сибирского ритейлера ""Мария-Ра"" Александра Ракшина) займется строительством зданий под термальные комплексы, ""Основа"" выполнит их техническое оснащение. Реализация проектов займет около трех лет.  В Москве новый комплекс с бассейнами, аквазоной, термами и саунами откроется в отдельном здании на территории торгового комплекса ""Саларис"" (также принадлежит семье Ракшиных) и займет 10 тысяч квадратных метров. Сумма инвестиций в этот проект составит 1,5 миллиарда рублей.  В Барнауле ""Термолэнд"" займет 13 тысяч квадратных метров. В этот проект стороны вложат около 1,8 миллиарда рублей. В Кемерове площадь комплекса, в который компании инвестируют примерно 1 миллиард рублей, составит 9 тысяч ""квадратов"", уточняется в сообщении.  ""Основа"" была создана в 2016 году бывшими акционерами и топ-менеджерами девелопера ""Мортон"" Александром Ручьевым, Егором Храмовым и Олегом Колченко. Компания занимается девелопментом, управлением объектами коммерческой недвижимости, инвестициями в высокотехнологичные стартапы. Среди проектов - сеть семейно-оздоровительных центров ""Термолэнд"". По данным компании, в рамках сети уже открыто четыре комплекса и еще 28 находятся на стадии строительства и проектирования."
